bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
4,1.0,1933.0,1,7,5,12,0,2,16.95705239,70.47525001
1,3.0,1794.0,0,8,4,22,0,1,20.43660916,59.81937156
5,2.0,686.0,1,7,1,11,1,2,8.167427449,49.92007175
1,1.0,522.0,1,12,1,26,1,1,16.19632579,35.37126609
5,2.0,,2,6,1,0,0,2,22.40263477,64.90439771
1,2.0,403.0,0,4,3,10,1,1,4.658345015,40.80926824
4,2.0,2239.0,2,3,2,16,0,0,17.57187635,77.38657708
5,2.0,811.0,1,5,4,5,0,0,22.9469471,60.27913043
3,2.0,649.0,0,19,4,1,1,1,17.11215454,51.19000176
1,1.0,1910.0,0,8,3,2,0,1,3.22211467,55.61368174
1,2.0,2317.0,1,5,5,1,1,2,7.795236799,78.85096784
2,1.0,1756.0,2,13,3,17,1,2,5.547526297,66.48191873
5,3.0,2900.0,1,10,3,23,0,1,22.89663687,102.7374204
3,2.0,557.0,0,6,2,23,1,2,24.80913096,46.82142185
4,2.0,2000.0,0,1,5,12,1,0,11.38815851,90.55419369
2,3.0,2010.0,1,11,3,21,1,0,22.50869847,77.16348239
3,1.0,1863.0,1,9,4,18,1,1,4.241722796,84.63078767
5,2.0,1377.0,1,16,2,20,0,0,1.082486967,63.81064544
3,3.0,2782.0,1,15,5,29,0,2,14.64082239,95.17652947
1,3.0,1661.0,2,5,4,6,1,1,24.69724006,62.9147086
1,2.0,552.0,2,15,1,20,1,0,14.49646851,33.8990819
2,1.0,2029.0,2,1,2,15,1,1,24.53226015,70.75759472
5,1.0,1455.0,2,15,4,22,1,0,11.81795181,76.59265696
5,2.0,2979.0,0,4,3,15,1,0,10.16898932,118.8855925
3,3.0,452.0,0,16,3,9,1,0,23.30988918,48.89278851
2,2.0,2154.0,2,7,2,6,1,0,2.171412715,66.49654148
5,1.0,1728.0,1,8,5,19,0,1,8.842906698,77.24880546
1,3.0,2792.0,0,2,3,15,0,0,11.64394298,73.99395396
3,2.0,400.0,1,12,4,9,0,0,3.086448208,45.37346806
4,3.0,566.0,2,2,1,29,0,0,13.41029277,39.31320903
1,1.0,2764.0,0,14,5,13,0,1,10.00724887,77.74359629
2,1.0,1364.0,0,19,2,25,1,0,11.48749493,49.33750107
5,1.0,2285.0,0,6,3,21,1,0,17.47192146,88.604401
1,2.0,672.0,0,19,5,8,1,0,2.68844027,42.55884929
4,3.0,2092.0,2,17,1,3,0,1,24.0830413,72.65883842
4,2.0,2820.0,0,3,5,25,0,0,13.5384561,100.0057093
2,2.0,1299.0,2,10,5,11,1,0,21.13146188,67.90936696
1,2.0,2648.0,0,13,2,16,1,1,8.643888798,71.13489474
3,2.0,2587.0,2,18,1,7,0,2,8.524442324,83.79015288
1,3.0,2753.0,2,19,1,3,0,1,22.69153279,73.51465461
4,3.0,1619.0,1,17,5,7,1,2,3.819435398,84.9394107
2,2.0,759.0,2,8,3,26,1,2,3.490674913,49.12219374
2,2.0,2754.0,1,18,5,8,1,2,17.73003345,91.82466769
3,1.0,2439.0,0,7,4,11,0,2,12.18465634,86.54566713
2,1.0,2780.0,1,11,3,28,1,2,18.21556818,83.48571598
2,3.0,733.0,2,3,2,27,1,1,11.38963075,42.34562954
2,1.0,,1,2,1,15,0,0,6.081836784,85.21407473
2,3.0,1130.0,0,19,3,7,0,1,18.16589305,63.32627094
2,3.0,1897.0,1,11,2,14,1,1,1.937328454,67.85972253
4,3.0,1817.0,2,8,5,16,0,0,11.75108967,87.01464289
1,1.0,2143.0,2,11,2,12,1,0,12.00764111,73.72429349
5,1.0,2000.0,0,2,4,13,0,1,2.870272464,82.33252009
2,3.0,1803.0,0,12,2,27,1,1,6.799156268,71.89261918
5,3.0,420.0,1,9,3,14,1,1,7.239314197,66.09650346
5,2.0,2373.0,0,6,1,27,0,1,22.43176955,90.0963176
4,3.0,1278.0,2,12,3,8,1,0,13.30336054,75.97137585
2,3.0,576.0,1,18,3,20,1,2,17.09832842,41.73341561
5,2.0,1786.0,1,5,1,23,0,1,2.317822532,66.03233828
2,3.0,2469.0,1,17,4,28,0,2,3.483522426,82.07132002
3,3.0,2995.0,1,16,3,11,0,2,14.52088508,102.8718349
3,3.0,2697.0,0,12,1,21,0,1,21.04279842,77.92465347
3,2.0,1060.0,1,2,1,22,0,1,2.27153747,46.35089504
5,1.0,1599.0,1,16,3,18,0,0,24.60335728,75.13002513
3,3.0,525.0,1,1,1,24,0,2,22.25061409,36.45706076
4,2.0,1669.0,2,2,5,8,0,1,21.95550595,73.87511951
4,3.0,1010.0,2,13,3,25,1,1,1.208177042,59.30534414
5,2.0,1694.0,0,16,4,12,1,0,10.75341718,81.32611788
2,3.0,1409.0,2,1,5,28,0,1,20.09835072,60.56896073
1,2.0,2491.0,2,19,4,17,0,2,19.20650919,74.21013655
2,1.0,2157.0,0,4,3,3,1,1,9.295383031,66.80700292
2,1.0,2364.0,0,3,2,19,0,1,22.06335433,72.78434646
2,1.0,947.0,1,2,1,0,1,0,16.26543167,36.61959067
2,3.0,1591.0,1,12,5,19,1,2,24.85480081,72.54263466
1,2.0,2882.0,0,13,3,2,0,2,9.033399747,75.94808716
3,3.0,1453.0,1,18,1,26,1,2,16.4451436,62.79156802
2,3.0,2020.0,1,5,2,10,1,1,11.18777929,88.22551238
4,2.0,2804.0,1,12,4,1,0,1,16.54130788,91.99383328
5,3.0,2222.0,0,19,3,5,1,1,7.234459535,99.25588912
5,2.0,1671.0,2,1,3,2,1,2,10.17943596,75.91386455
4,2.0,2119.0,2,9,2,9,1,2,23.37351257,88.37342666
2,1.0,652.0,0,1,4,24,1,2,7.937433837,45.96248942
1,1.0,1959.0,0,18,3,8,1,2,15.89688724,64.57087037
3,1.0,1136.0,1,3,1,13,0,1,23.0461295,47.62696931
5,2.0,2446.0,0,6,2,15,0,0,12.54449472,94.49622746
3,1.0,1299.0,0,4,3,26,1,2,17.68224124,68.10870127
1,2.0,2328.0,0,12,4,23,1,0,18.95315461,84.53731635
5,3.0,2570.0,0,12,5,23,0,2,14.05863659,98.30438643
3,1.0,1717.0,1,5,3,17,0,0,10.09382046,66.82136018
1,2.0,2590.0,1,13,4,26,0,0,20.40222507,76.13995687
3,2.0,1402.0,0,12,2,21,1,0,14.29881091,69.73332989
2,2.0,2322.0,0,4,4,29,0,1,3.78729486,66.1240158
1,2.0,2958.0,2,6,4,3,0,0,21.98907131,85.30953494
3,1.0,2371.0,2,19,2,25,0,1,8.138676233,65.77188371
2,1.0,2504.0,0,6,5,17,1,0,12.84260403,88.04674822
2,1.0,441.0,2,6,1,1,1,1,6.131355727,28.82398768
1,2.0,2247.0,2,11,5,9,0,2,12.82381532,67.54556266
4,3.0,742.0,1,14,1,11,1,2,4.102063119,46.38037048
5,2.0,731.0,1,3,1,6,0,0,14.590311,47.14944166
1,3.0,1860.0,1,8,1,26,0,1,13.54672866,58.37612896
2,1.0,740.0,2,4,3,15,1,2,20.6419342,46.03739517
2,2.0,2788.0,0,16,5,16,1,1,14.43758836,93.80370946
1,2.0,2629.0,1,18,4,13,0,1,10.80985306,75.66529651
4,1.0,2100.0,2,7,3,23,1,2,12.19205898,83.5795427
5,2.0,1687.0,0,11,2,28,1,1,15.51362113,91.92692099
3,3.0,1633.0,1,8,2,20,1,1,21.14987746,73.69140737
1,3.0,2970.0,2,6,1,25,1,1,2.001549513,80.33013835
5,3.0,2629.0,1,16,3,23,0,2,23.23826872,91.9796966
5,2.0,1867.0,2,5,3,17,0,1,3.01317534,78.10809917
2,2.0,2698.0,1,6,2,0,0,2,9.272801682,81.43661425
3,3.0,537.0,2,6,4,28,0,1,9.068302947,45.76942769
1,2.0,2901.0,0,2,5,1,0,1,13.76195615,81.6933639
2,3.0,486.0,1,7,5,13,1,2,9.51187302,47.77290694
2,1.0,2233.0,1,9,1,5,1,2,6.262483959,62.62922483
4,3.0,2740.0,2,15,1,14,0,1,6.842177613,93.15314197
5,1.0,2539.0,0,14,1,3,0,1,24.64707917,80.37191295
1,1.0,607.0,0,13,2,28,0,0,21.07941895,30.40994994
1,1.0,2633.0,1,5,2,23,0,1,20.33134382,65.56153689
1,3.0,2250.0,2,17,5,27,1,2,11.06250418,75.3974241
2,3.0,2087.0,1,5,1,24,1,1,23.46838752,84.0256754
4,2.0,2603.0,2,3,3,8,1,0,2.505196183,92.72531678
3,2.0,2740.0,0,9,4,14,1,1,4.007512611,100.0219447
2,1.0,2980.0,1,9,2,4,1,0,6.921309203,84.87190663
3,3.0,2608.0,2,4,1,5,1,2,16.40067294,96.07340262
4,2.0,1908.0,0,11,1,10,1,2,5.004531911,80.67822198
5,2.0,1926.0,2,17,2,12,0,1,9.063977339,86.94447656
1,2.0,1250.0,1,14,5,11,0,0,5.253206953,53.66757488
3,3.0,2603.0,2,10,5,26,0,2,20.19196853,90.762221
2,2.0,2590.0,1,5,5,6,1,1,22.82043895,88.09329713
3,1.0,2482.0,0,17,5,27,1,2,21.40985132,93.82968249
5,3.0,623.0,2,16,3,19,0,1,1.65569168,51.90530939
1,2.0,2840.0,0,1,1,11,0,0,8.612902165,70.63804368
3,2.0,2855.0,0,10,5,9,1,1,16.30197815,97.77642982
5,3.0,1811.0,1,12,5,2,1,2,1.016651535,89.21780823
2,2.0,2119.0,1,18,4,1,1,1,18.91261747,77.77507789
4,2.0,696.0,0,1,4,25,1,2,21.85079696,68.11781907
2,1.0,722.0,1,12,1,19,1,0,2.861943688,39.48228948
1,3.0,2277.0,0,6,2,24,1,2,11.34932281,75.43638823
2,2.0,1911.0,1,8,5,29,0,2,8.267720297,67.35367859
2,3.0,2486.0,1,14,3,20,1,0,23.72654439,93.74183672
2,3.0,904.0,2,5,4,0,0,0,8.793633009,43.07143198
2,1.0,1960.0,2,4,5,27,0,1,14.94247931,68.63511307
1,1.0,,1,16,2,20,0,0,1.217450676,51.26333799
5,3.0,2687.0,0,6,3,5,1,2,21.07846387,103.2201721
3,1.0,1086.0,0,3,4,12,1,1,1.702873708,63.22810577
4,1.0,2417.0,0,4,2,29,0,0,14.66156468,80.38809847
3,2.0,1868.0,1,8,2,27,1,2,18.7771161,71.2696376
3,1.0,1139.0,1,14,3,9,1,0,10.51897749,57.5972205
4,1.0,1396.0,0,7,3,12,0,2,1.760013537,59.2548898
1,2.0,2934.0,2,4,4,21,0,0,22.61729887,90.55000253
4,2.0,1834.0,2,19,3,28,0,1,9.785780809,75.72458135
1,3.0,2315.0,0,11,5,4,1,1,12.18786278,87.57169481
3,1.0,1022.0,1,15,3,7,1,1,20.51392949,50.1561451
1,2.0,697.0,1,16,2,20,1,2,16.8560511,38.23565561
5,1.0,1475.0,0,6,3,10,0,1,8.808877619,61.9873957
4,3.0,703.0,2,12,4,25,1,1,13.97537831,68.23645218
5,,1711.0,0,8,5,18,1,1,3.255132876,79.52653103
3,1.0,1063.0,0,10,3,18,1,2,12.54807492,57.92897993
4,1.0,1541.0,0,11,5,29,0,1,11.27872995,73.35719482
3,2.0,2392.0,2,9,3,3,0,1,19.23871374,78.97731161
5,2.0,,0,17,5,9,1,0,20.19995814,61.71339936
3,3.0,1716.0,2,14,3,23,0,2,21.93405616,68.9836778
4,1.0,918.0,1,3,3,8,0,1,21.5737172,47.61820116
4,3.0,2524.0,2,9,1,6,1,1,24.96032418,80.75965128
3,3.0,737.0,2,18,2,17,1,1,17.97895171,62.79290082
4,2.0,2213.0,0,17,4,8,0,0,15.8975116,82.46315709
4,1.0,2269.0,1,5,4,5,1,0,4.532233998,86.83932335
3,1.0,1312.0,0,6,1,5,1,0,12.23584394,48.96060018
5,3.0,1206.0,2,3,3,12,1,1,11.33091453,74.30003442
4,1.0,1715.0,2,16,2,21,1,2,18.63038171,62.23063319
4,2.0,1694.0,0,15,5,16,1,2,7.592283412,80.26378558
4,3.0,971.0,1,8,1,14,1,0,21.90033133,57.18650208
4,3.0,2871.0,2,9,4,8,1,1,6.275557993,98.31032785
3,2.0,2079.0,2,4,4,5,0,2,12.60580163,79.00246367
5,2.0,1439.0,2,13,4,22,1,1,23.66433851,81.67387682
5,2.0,1325.0,1,3,3,16,1,0,9.255543287,69.11104024
1,2.0,2184.0,0,7,5,28,0,0,18.47097529,73.53238937
4,2.0,497.0,1,16,5,4,1,1,9.054864243,60.87923532
4,2.0,2039.0,1,17,5,2,1,2,13.34556736,85.07491436
1,3.0,2747.0,2,17,3,24,1,2,19.61527081,91.49025648
5,1.0,1146.0,1,19,4,15,0,0,20.54983111,59.33347963
2,1.0,1845.0,2,17,4,1,1,1,21.21976505,82.2781173
2,3.0,1730.0,1,2,3,19,1,0,3.389171737,80.3543855
5,1.0,2721.0,1,5,2,2,0,2,21.51719216,87.80874667
4,1.0,660.0,0,16,3,8,0,1,4.513044102,48.51105536
2,3.0,1662.0,1,11,3,18,1,1,7.547498341,70.27153719
3,1.0,1335.0,0,6,4,13,1,0,24.30617225,62.85264485
3,1.0,2197.0,2,11,5,13,1,1,4.46125964,81.07012714
1,3.0,731.0,2,1,4,29,1,1,7.026005228,49.13479172
5,1.0,514.0,0,19,2,16,0,1,9.058753613,45.28860163
5,2.0,667.0,2,3,1,7,1,1,20.34871185,52.17783045
2,3.0,2459.0,2,8,1,16,0,0,8.701098898,72.51161869
4,1.0,472.0,1,18,3,26,1,1,20.82345814,
5,1.0,1415.0,0,13,1,16,0,2,5.9342397,69.1221754
2,2.0,2853.0,2,1,5,6,1,0,15.42444499,102.9058573
2,3.0,577.0,0,17,4,8,0,1,24.03347344,53.73816329
5,3.0,2399.0,1,5,2,3,0,0,1.984514456,89.36042399
2,1.0,1171.0,2,12,2,9,1,2,22.80543146,48.92412607
1,2.0,1345.0,2,11,2,28,1,1,4.956143364,51.19355507
1,2.0,799.0,0,18,4,3,1,1,14.94321946,38.2716289
5,2.0,669.0,2,8,5,20,0,0,2.171285019,52.44179365
4,2.0,2255.0,0,13,2,4,1,0,14.71114038,79.87611998
1,2.0,2055.0,2,2,1,1,1,0,15.76023386,61.5225829
1,2.0,2933.0,1,16,5,14,0,0,20.38399432,83.8945932
5,3.0,458.0,1,12,5,27,0,0,10.98618071,67.43969287
3,1.0,1286.0,0,8,5,24,1,1,22.97798686,67.26274335
2,1.0,665.0,2,4,2,25,0,0,9.889647256,36.91107222
1,2.0,2522.0,2,14,5,24,0,0,3.198145585,83.77433044
3,3.0,2422.0,0,9,2,8,0,0,10.28217612,86.11672242
4,3.0,904.0,1,11,1,29,0,2,8.350377553,56.24311679
3,2.0,2804.0,1,16,1,8,0,1,11.71439528,86.17201556
5,1.0,2601.0,1,6,1,0,0,0,5.789761946,80.63694827
4,2.0,2323.0,0,12,1,23,1,1,9.888187325,85.23802519
4,3.0,885.0,1,19,5,23,1,1,22.26979235,79.76587026
3,2.0,1963.0,0,16,5,11,1,0,16.65893017,92.2245048
5,1.0,1553.0,1,13,2,28,1,2,5.754867596,74.39717859
1,1.0,465.0,1,4,1,12,1,2,2.268997495,28.32300617
3,3.0,2827.0,0,12,3,19,1,1,6.199779055,96.3493366
1,2.0,1736.0,2,4,1,12,1,0,10.82001909,50.84073239
3,2.0,806.0,2,17,4,13,1,1,9.811160493,53.75576539
1,3.0,676.0,2,14,3,9,0,1,21.3636798,49.09823962
3,2.0,2761.0,1,17,4,16,1,0,15.06337824,91.69119003
4,3.0,2996.0,1,1,3,16,1,2,21.21970854,101.8501697
2,2.0,1672.0,2,1,2,13,0,1,24.97305069,47.2976256
4,1.0,2368.0,1,2,5,16,0,1,7.968230691,82.21307924
1,3.0,860.0,1,17,2,18,1,1,12.45893012,54.64404549
5,2.0,2846.0,2,1,3,25,0,1,17.93328449,102.1315989
4,2.0,2898.0,0,12,1,2,1,1,13.28208996,101.1289264
2,2.0,2918.0,2,13,2,3,0,0,8.843742534,87.69819157
1,3.0,2067.0,2,14,3,10,1,2,20.5889399,81.00871931
4,1.0,1982.0,0,10,1,15,0,0,22.41827958,
3,2.0,,1,12,5,28,0,0,7.677599628,61.40594323
5,3.0,1106.0,2,18,3,12,1,0,7.754963964,81.64700166
1,2.0,502.0,2,7,4,17,1,2,14.61872117,50.38801922
4,1.0,2775.0,1,19,4,10,1,0,20.59331699,98.27172295
1,1.0,2693.0,1,15,4,10,1,2,13.47819077,81.01587241
3,1.0,2552.0,0,7,1,8,1,1,2.441190096,74.35337863
2,3.0,1371.0,1,14,1,25,0,1,8.080110489,51.65929539
4,2.0,1725.0,2,9,2,24,0,0,13.06838404,62.53878166
1,3.0,552.0,1,5,1,25,1,1,18.68041654,37.25922615
1,2.0,1356.0,1,1,3,22,0,1,19.59869559,46.05839501
1,3.0,1529.0,0,16,4,1,0,1,19.05534567,63.32614412
2,2.0,1129.0,0,5,5,2,1,0,3.275757029,56.49210405
1,3.0,473.0,2,8,4,13,0,0,15.78398426,36.70613041
5,2.0,1255.0,2,19,3,15,1,2,11.21039469,70.49851681
5,3.0,2732.0,1,12,5,7,0,1,8.524575804,93.4632991
1,1.0,1973.0,2,8,2,24,1,0,20.86260876,56.64397933
5,3.0,679.0,2,8,1,15,0,1,9.60100719,49.11516988
4,1.0,1186.0,1,6,3,3,0,0,5.380355944,49.01068505
5,1.0,1085.0,1,9,1,8,1,2,17.69772133,63.18121051
1,2.0,1979.0,1,2,2,3,1,2,4.252191658,52.16702335
3,1.0,1368.0,0,18,5,12,0,0,8.053166126,47.99737454
4,1.0,2738.0,0,1,3,1,1,1,11.66679555,94.98588813
2,2.0,2433.0,1,11,5,22,0,2,4.400152715,82.67243945
1,3.0,1565.0,0,15,3,24,1,0,7.895817079,60.92570508
2,3.0,1167.0,0,12,2,17,1,2,16.39865319,59.97204051
3,1.0,2759.0,0,3,2,23,0,0,14.37773402,83.52308647
2,3.0,1045.0,2,19,2,21,0,2,21.26272152,53.56448225
1,1.0,425.0,1,19,1,24,0,0,4.381374985,14.15291815
1,3.0,2334.0,1,10,4,4,0,2,21.73268731,76.76922059
3,3.0,2702.0,2,16,5,16,0,2,2.814858215,94.20500028
1,3.0,2158.0,0,6,3,20,1,0,18.84207463,78.16242743
3,1.0,1479.0,1,9,5,9,0,2,5.965500248,71.47985494
3,2.0,2740.0,0,8,4,22,1,0,22.67427233,96.08032434
1,3.0,1036.0,2,16,1,26,1,2,1.997428714,48.29392129
5,3.0,629.0,0,8,1,29,1,2,14.92580386,59.80436379
3,3.0,2500.0,2,18,4,22,1,0,1.30780463,90.40635604
1,1.0,500.0,2,5,3,3,1,2,18.66495018,31.79024172
5,2.0,,0,12,4,25,1,2,1.809768021,90.05463482
3,1.0,1203.0,0,6,1,5,0,0,18.45170861,50.50997546
5,3.0,1268.0,1,2,1,21,0,1,20.40457633,72.42332873
4,1.0,2714.0,2,4,5,26,1,0,22.49264188,108.9770443
4,3.0,2218.0,0,16,3,25,0,1,9.626000908,84.74162956
5,3.0,401.0,0,14,3,9,0,2,14.02056777,54.24835544
3,1.0,421.0,1,17,1,16,0,1,18.60468424,27.69439234
1,3.0,2659.0,1,19,4,4,0,1,20.69761535,82.8269054
2,,2303.0,1,4,1,6,0,0,19.78824382,69.77167513
1,2.0,2976.0,2,18,5,4,1,1,21.3472412,96.0419168
2,1.0,2835.0,1,12,4,7,0,1,22.54344465,79.34485081
2,1.0,413.0,2,2,1,0,1,2,16.60764958,18.66745963
3,3.0,918.0,1,6,3,24,1,0,5.175455628,51.63557777
5,3.0,2335.0,2,6,5,1,0,0,21.00354329,93.43771295
1,1.0,1015.0,1,3,1,15,1,1,12.11889152,46.20791173
5,1.0,1361.0,2,8,1,7,1,2,2.215480131,70.21381244
4,1.0,2850.0,1,12,2,20,0,0,16.02596153,87.2989616
3,3.0,686.0,1,3,4,25,1,2,18.45930931,59.12252878
3,2.0,2831.0,0,2,2,14,0,1,11.98858097,81.18114389
4,2.0,2323.0,2,1,3,22,1,1,13.1600534,86.24254465
1,3.0,1514.0,0,18,4,10,0,0,14.1994735,58.31271878
4,3.0,1225.0,2,18,5,15,0,1,7.059974134,66.63674965
1,3.0,2759.0,0,8,4,26,1,2,9.975611605,100.9572747
2,,2490.0,1,14,1,6,1,2,20.36526361,80.5441398
3,3.0,1497.0,0,13,1,16,1,1,1.717888739,74.59629626
1,1.0,1392.0,1,15,1,23,1,1,14.36556987,41.95206125
5,2.0,1984.0,2,15,4,28,0,2,1.76276369,85.35462916
5,3.0,2303.0,1,13,1,2,0,1,5.839311606,95.39084897
3,3.0,1275.0,0,4,1,28,1,1,9.949458052,54.67057629
4,1.0,1133.0,2,4,2,14,0,1,5.474502503,53.81714405
4,1.0,2285.0,0,5,1,28,1,2,21.36429539,74.79211684
1,1.0,543.0,1,3,2,3,1,1,21.88492051,32.35634133
4,2.0,2656.0,1,12,3,2,0,2,4.672271743,99.70349417
3,2.0,1522.0,0,12,4,10,1,0,22.41606469,76.18047137
1,3.0,1099.0,2,7,2,1,0,1,6.51976992,44.73609196
2,3.0,513.0,0,7,4,6,0,1,1.291273583,45.82627269
4,1.0,2622.0,1,1,4,25,0,1,18.68416173,73.19490016
4,2.0,670.0,2,12,5,14,0,0,13.43763491,55.03644404
1,3.0,462.0,0,3,2,13,0,1,12.96138087,30.15333072
5,1.0,1407.0,1,15,1,20,0,2,1.06487692,58.90433271
4,1.0,1827.0,2,9,5,6,0,1,24.48492432,72.46936868
3,2.0,2672.0,0,9,2,16,1,2,20.98172468,89.44893773
4,2.0,2382.0,2,14,2,9,0,2,24.21857616,80.54883951
2,3.0,2608.0,1,3,3,17,1,2,6.848166058,89.00393898
4,3.0,2828.0,0,8,1,13,0,2,15.48822254,92.32644748
5,1.0,717.0,0,6,3,5,1,2,18.92182849,60.05002578
4,1.0,,1,12,4,28,0,1,20.28006091,90.39623409
1,1.0,1692.0,1,2,1,21,0,1,19.76152055,41.30846317
4,3.0,2791.0,1,3,3,18,0,1,14.73585364,97.90222412
5,2.0,1463.0,0,14,3,9,1,2,1.758398418,67.17656428
1,3.0,813.0,1,17,1,16,1,0,24.8554514,38.95200214
3,2.0,1645.0,0,3,2,28,0,1,3.756947632,62.92957331
1,3.0,1704.0,0,4,4,18,1,1,5.339735122,66.19860787
2,3.0,624.0,2,15,5,19,0,1,20.78643121,50.56567703
1,2.0,1880.0,1,7,5,16,1,2,3.413821976,71.57185625
3,3.0,1577.0,1,19,5,13,1,1,6.120460155,83.88710617
4,3.0,2727.0,2,14,4,6,0,2,1.487245362,99.48173944
1,1.0,1776.0,0,16,1,18,0,1,4.760100326,50.38745454
1,2.0,1020.0,0,13,1,23,1,1,16.81504027,49.15631841
1,2.0,2936.0,0,17,1,28,1,2,9.652862894,78.35969658
1,1.0,1407.0,1,17,5,6,1,2,4.243222134,58.84243748
3,2.0,2368.0,0,10,2,11,0,1,7.335921237,72.87377757
5,1.0,1621.0,2,7,3,29,1,2,19.08824888,79.83536508
5,2.0,1699.0,0,17,5,5,0,2,14.36431842,79.56514045
1,2.0,1595.0,1,12,4,7,1,2,12.42504736,63.91039067
3,2.0,907.0,1,11,1,8,1,0,2.119793895,54.75800715
3,2.0,804.0,0,10,3,17,0,2,13.28142061,44.71094403
1,1.0,1694.0,0,8,1,9,0,2,12.55667607,38.62396032
2,1.0,2358.0,1,15,1,24,0,0,11.62885027,58.24162945
1,2.0,1063.0,0,18,1,25,1,2,12.69982155,52.7992326
2,3.0,2578.0,2,13,2,20,1,0,2.783118246,82.56909566
1,1.0,2049.0,1,16,3,15,1,1,23.39225751,71.30330936
2,2.0,1808.0,0,13,5,16,0,1,8.3471892,62.27098175
2,1.0,2157.0,0,4,2,0,0,1,16.66038571,63.26132851
1,3.0,2273.0,0,11,4,6,0,2,9.615658558,78.24721979
2,3.0,1719.0,2,19,4,21,1,0,8.87046521,76.43104867
4,3.0,1806.0,1,8,5,25,1,1,18.39994568,91.34303535
5,2.0,1818.0,2,10,3,29,1,2,11.05058247,83.70794874
3,2.0,1977.0,0,12,5,8,0,1,15.78098328,69.63453257
2,3.0,1683.0,2,11,2,11,1,1,7.581395598,58.49920777
2,1.0,680.0,0,4,3,0,0,1,7.371146784,37.95317969
3,1.0,2867.0,0,19,4,25,1,2,5.777501071,95.36540476
2,3.0,1615.0,1,10,3,9,0,0,8.221920364,68.22205768
3,2.0,1036.0,1,15,3,9,1,0,2.557665788,51.73453432
1,1.0,1851.0,0,13,3,9,1,0,2.867256666,54.57612467
4,1.0,1207.0,0,13,5,6,0,0,21.46983187,64.17158425
4,1.0,2795.0,0,18,1,28,0,2,7.716855316,79.71614211
5,2.0,828.0,1,7,2,23,0,2,13.91997415,53.97667332
2,3.0,1815.0,1,14,3,14,0,2,12.9142675,60.61917751
5,2.0,2994.0,0,5,3,9,1,1,16.22057404,109.6618735
1,1.0,2849.0,1,9,5,15,0,0,16.55059685,79.84672757
4,3.0,1064.0,0,17,2,15,1,2,9.802838275,66.77497293
1,2.0,1149.0,2,5,2,19,1,1,4.202343076,52.24107831
1,3.0,1036.0,1,16,4,0,1,1,5.257915745,49.46442805
2,1.0,2534.0,0,9,2,26,0,1,9.623791459,72.12351629
1,2.0,914.0,2,17,2,10,0,0,14.44263251,32.41103388
4,3.0,1403.0,0,18,3,28,0,2,15.74192108,73.75300905
5,2.0,1720.0,2,3,1,18,0,1,23.37653366,63.05926615
4,1.0,2898.0,1,5,3,17,0,2,8.325291254,88.6989697
2,3.0,1766.0,1,17,5,2,0,1,3.623077982,78.69711157
4,1.0,740.0,0,4,2,14,0,1,13.90379522,38.72264471
3,3.0,1884.0,1,4,1,27,0,2,2.598320679,61.61286321
5,1.0,1815.0,1,7,3,5,1,1,4.974856089,86.3277141
3,1.0,1960.0,2,8,4,9,1,1,14.29924525,73.17518405
3,2.0,1974.0,1,2,5,2,0,1,23.18732926,85.9878206
2,1.0,2868.0,2,10,5,9,1,0,5.693163202,89.59387333
1,2.0,2828.0,2,5,5,28,0,1,9.69995626,85.71684115
3,1.0,2452.0,2,17,3,15,0,0,11.62850697,85.47855919
4,1.0,2427.0,1,7,1,3,0,0,23.88398706,64.6317221
1,,715.0,0,2,1,0,1,2,18.65475968,28.29037378
4,3.0,2245.0,0,6,2,21,0,0,8.971653235,83.90340853
4,2.0,1501.0,1,10,1,17,1,1,7.512795468,77.77296345
1,3.0,930.0,2,9,4,3,1,0,13.44411282,55.04957146
1,2.0,2802.0,1,5,5,4,0,2,10.15306836,74.86191218
4,1.0,2259.0,0,3,3,20,1,2,15.80315776,87.04361588
2,3.0,1061.0,2,11,5,3,1,1,13.83412865,74.37686624
5,2.0,1695.0,1,10,5,18,0,0,1.810366823,77.90407454
5,1.0,1619.0,2,16,4,19,0,0,2.787405812,77.38330801
2,2.0,526.0,2,19,5,18,0,2,4.217192047,47.38699582
1,2.0,748.0,0,1,5,2,0,2,16.61798243,46.72472072
4,1.0,2166.0,2,11,4,19,0,2,24.45401209,87.61150761
5,3.0,1467.0,1,15,4,12,1,2,11.86289364,91.04908395
4,1.0,1127.0,2,7,1,24,1,2,4.585501095,53.53345899
2,3.0,643.0,2,8,5,24,1,0,15.64108124,50.54530545
4,2.0,2456.0,1,16,2,23,1,0,16.00982283,85.36062001
2,2.0,2185.0,0,18,2,19,1,0,19.13813229,74.4840941
1,2.0,1111.0,0,11,2,17,0,1,18.03591631,45.15641081
2,3.0,485.0,1,1,4,27,1,1,17.50821877,48.78193384
2,1.0,1908.0,2,16,5,24,0,1,18.39615139,74.68875589
5,3.0,670.0,1,4,1,5,1,0,20.66140208,55.53163267
4,2.0,2197.0,1,6,5,23,1,0,22.49099186,97.94250246
5,2.0,2960.0,1,11,2,19,1,1,1.081748068,112.6559399
3,1.0,1443.0,0,6,3,23,0,0,16.9892784,58.78150418
2,3.0,2577.0,2,10,2,5,1,2,23.5891177,83.16846599
3,2.0,1237.0,1,6,4,5,0,1,19.18888852,62.942867
